0,0.447968
1,0.437628
2,0.437399
3,0.433720
4,0.357264
5,0.255320
6,0.206668
7,0.165105
8,0.141562
9,0.121223
10,0.094672
11,0.074783
12,0.062288
13,0.055123
14,0.049985
15,0.045820
16,0.042162
17,0.038451
18,0.035241
19,0.032123
