95,1,0,0,0,0,1,0
0,85,3,0,0,1,0,2
0,0,97,0,0,0,0,0
0,0,0,102,0,2,0,3
0,0,0,0,101,0,0,0
3,0,0,0,0,93,4,2
0,0,0,0,0,0,104,0
2,1,2,0,0,5,0,91
