94,0,0,0,0,3,0,0
0,90,1,0,0,0,0,0
0,0,97,0,0,0,0,0
0,0,0,107,0,0,0,0
0,0,0,0,101,0,0,0
4,0,0,0,0,93,2,3
0,0,0,0,0,0,104,0
0,1,1,2,0,5,1,91
