0,0.457883
1,0.437606
2,0.437543
3,0.437434
4,0.437205
5,0.436593
6,0.433687
7,0.407489
8,0.330968
9,0.277176
10,0.256934
11,0.248216
12,0.243070
13,0.238085
14,0.231365
15,0.219958
16,0.196624
17,0.174091
18,0.159091
19,0.148255
20,0.140660
21,0.134410
22,0.128077
23,0.120513
24,0.109102
25,0.093057
26,0.080764
27,0.072886
28,0.067363
29,0.063118
30,0.059656
31,0.056644
32,0.053952
33,0.051599
34,0.049583
35,0.047827
36,0.046272
37,0.044874
38,0.043630
39,0.042494
40,0.041413
41,0.040362
42,0.039328
43,0.038323
44,0.037373
45,0.036455
46,0.035538
47,0.034649
48,0.033799
49,0.032988
