0,0.455507
1,0.437605
2,0.437523
3,0.437338
4,0.436748
5,0.432441
6,0.363140
7,0.279002
8,0.255759
9,0.247661
10,0.242213
11,0.235608
12,0.221854
13,0.194952
14,0.173979
15,0.158910
16,0.150138
17,0.144683
18,0.139683
19,0.133725
20,0.126548
21,0.118615
22,0.109691
23,0.098244
24,0.085658
25,0.074976
26,0.067367
27,0.061800
28,0.057564
29,0.054223
30,0.051395
31,0.049053
32,0.046758
33,0.044460
34,0.042183
35,0.040259
36,0.038662
37,0.037107
38,0.035839
39,0.034728
40,0.033499
41,0.032358
42,0.031309
43,0.030357
44,0.029748
45,0.029174
46,0.028438
47,0.027837
48,0.027212
49,0.026499
