0,0.407901
1,0.231128
2,0.158065
3,0.123071
4,0.105140
5,0.097596
6,0.082307
7,0.072643
8,0.062373
9,0.060933
10,0.058747
11,0.051796
12,0.048954
13,0.045514
14,0.043878
15,0.039855
16,0.041398
17,0.036836
18,0.038268
19,0.040405
20,0.038275
21,0.031238
22,0.036039
23,0.035799
24,0.035340
25,0.031273
26,0.034596
27,0.028328
28,0.036097
29,0.030974
30,0.031333
31,0.030594
32,0.029730
33,0.028243
34,0.029234
35,0.027068
36,0.026039
37,0.024752
38,0.026451
39,0.025419
40,0.024899
41,0.025200
42,0.027799
43,0.022749
44,0.024727
45,0.024099
46,0.023100
47,0.022476
48,0.021210
49,0.021326
