0,0.459053
1,0.437887
2,0.437881
3,0.437872
4,0.437861
5,0.437842
6,0.437811
7,0.437750
8,0.437616
9,0.437233
10,0.435426
11,0.415612
12,0.356801
13,0.289474
14,0.253166
15,0.235449
16,0.216176
17,0.196405
18,0.179119
19,0.164676
