0,0.507052
1,0.437567
2,0.437542
3,0.437529
4,0.437516
5,0.437501
6,0.437486
7,0.437468
8,0.437448
9,0.437425
10,0.437398
11,0.437365
12,0.437326
13,0.437279
14,0.437219
15,0.437144
16,0.437047
17,0.436919
18,0.436748
19,0.436509
20,0.436166
21,0.435648
22,0.434814
23,0.433334
24,0.430302
25,0.422932
26,0.407759
27,0.385299
28,0.351876
29,0.324583
30,0.302542
31,0.285485
32,0.274073
33,0.266097
34,0.260286
35,0.256034
36,0.252859
37,0.250387
38,0.248372
39,0.246661
40,0.245159
41,0.243799
42,0.242532
43,0.241319
44,0.240127
45,0.238926
46,0.237688
47,0.236389
48,0.235011
49,0.233555
