0,0.345870
1,0.214312
2,0.220623
3,0.191571
4,0.153567
5,0.125122
6,0.119125
7,0.097152
8,0.091046
9,0.090075
10,0.089233
11,0.093182
12,0.088477
13,0.093547
14,0.092454
15,0.091147
16,0.074800
17,0.079995
18,0.085313
19,0.082157
20,0.066331
21,0.073189
22,0.082889
23,0.076520
24,0.087252
25,0.091662
26,0.078822
27,0.085582
28,0.080730
29,0.085825
30,0.074650
31,0.077202
32,0.080628
33,0.072541
34,0.125680
35,0.124739
36,0.083457
37,0.090369
38,0.072829
39,0.087429
40,0.093245
41,0.098731
42,0.090214
43,0.092753
44,0.099324
45,0.098045
46,0.092648
47,0.111529
48,0.119369
49,0.106765
