0,0.475351
1,0.437579
2,0.437555
3,0.437528
4,0.437494
5,0.437449
6,0.437388
7,0.437301
8,0.437169
9,0.436956
10,0.436582
11,0.435840
12,0.434027
13,0.427489
14,0.405037
15,0.362809
16,0.317774
17,0.284716
18,0.266803
19,0.257389
20,0.251906
21,0.248245
22,0.245450
23,0.243074
24,0.240856
25,0.238599
26,0.236121
27,0.233301
28,0.230159
29,0.226843
30,0.223353
31,0.219290
32,0.213880
33,0.206082
34,0.195306
35,0.182798
36,0.171007
37,0.161414
38,0.154033
39,0.148267
40,0.143503
41,0.139310
42,0.135429
43,0.131712
44,0.128068
45,0.124433
46,0.120757
47,0.117007
48,0.113157
49,0.109221
